"BuildingAge","BuildingHeight","Insulation","AverageTemperature","SunlightExposure","WindSpeed","OccupancyRate","HeatingLoad"
35.31,7.61,1,16.12,6.96,0.94,0.68,234.7
19.84,103.27,1,16.01,668.38,4.61,0.41,770.45
16.75,7.37,0,15.77,145.13,2.58,0.73,212.25
10.37,13.82,1,14.9,207.21,1.53,0.48,218
13.89,25.5,1,26.65,811.03,4.85,0.19,226.21
47.33,4.65,1,17.36,80.76,8.22,0.3,245.88
19.71,42.42,1,20.72,704.29,3.54,0.47,304.2
16.96,12.3,1,11.98,371.56,5.49,0.61,225.03
13.28,5.58,1,15.24,205.21,6.25,0.88,209.51
24.33,6.7,1,12.49,158.01,5.85,0.49,222.94
15.71,57.68,0,22.39,506.67,3.08,0.33,395.88
30.12,57.52,1,22.63,345.75,4.09,0.5,416.89
48.36,9.68,0,13.78,245.59,5.12,0.55,260.92
20.97,5.32,1,15.99,76.5,3.84,0.53,210.12
15.3,26.42,1,15.27,527.91,5.04,0.14,251.87
18.23,5.95,1,18.67,172.8,0.68,0.4,200.26
27.1,10.9,0,19.01,34.1,5.57,0.56,233.45
27.28,17.99,1,18.77,901.19,2.04,0.75,223.3
21.38,14.07,1,26.95,187.13,2,0.88,211.82
10.01,81.98,0,20.2,524.4,4.24,0.19,571.34
10.55,63.28,1,10.01,659.41,1.11,0.59,432.98
55.32,35.06,1,22.3,492.46,3.89,0.86,328.9
18.65,12.46,1,15.56,196.8,1.14,0.87,217.93
21.98,90.28,1,22.12,544.89,3.33,0.45,642.28
41.37,11.38,1,22.31,133.73,2.3,0.31,235.68
12.8,57.05,0,20.79,477.59,5.24,0.54,397.72
36.95,24.42,0,19.32,64.52,6.27,0.45,287.38
19.43,9.3,1,8.85,53.72,2.62,0.27,228.72
25.39,5.13,0,19.08,89.04,5.1,0.63,214.56
21.48,9.76,1,18.27,223.97,3.36,0.57,214.84
19.5,5.74,0,14.6,122.14,7.83,0.51,223.57
11.92,32.08,0,19.89,847.27,9.13,0.12,269.29
11.51,32.83,1,12.91,60.05,4.15,0.39,286.63
29.87,9.12,0,19.27,277.02,5.88,0.82,233.25
12.9,23.87,1,19.13,103.53,6.74,0.18,249.06
30.05,36.06,1,17.96,699.57,1.77,0.28,297.15
23.88,9.04,1,21.76,234.01,3.37,0.58,212.19
9.5,8.87,1,19.86,60.16,4.17,0.33,198.17
9.79,22.3,0,10.81,558.81,3.59,0.53,241.18
20.74,6.59,1,22.09,257.09,6.94,0.51,204.37
15.4,11.93,1,20.55,277.45,5.67,0.4,209.61
20.74,10.38,0,19.82,163.7,4.03,0.76,219.57
29.09,16.17,0,14.05,294.35,14.66,0.46,272.9
37.7,20.51,1,12.5,323.44,1.91,0.34,267.85
27.31,12.95,1,17.13,15.2,3.1,0.79,238.15
11.96,11.67,1,23.74,87.35,2.57,0.45,199.08
19.27,72.02,1,10.34,478.05,3.79,0.47,513.12
10.12,20.07,1,13.27,146.46,9.67,0.33,249.32
23.63,21.5,1,16.14,253.41,5.71,0.68,255.83
13.71,6.52,1,16.55,75.11,7.14,0.26,207.43
16.13,13.55,0,17.18,112.56,3.52,0.43,225.32
34.22,24.75,1,21.38,143.64,6.02,0.66,274.07
20.22,18.78,0,20.82,552.04,1.76,0.52,223.07
25.86,42.34,0,17.18,429.3,9.85,0.51,348.08
17.34,14.17,0,11.56,175.83,12.64,0.73,255.41
79.29,23.83,0,18.43,297.12,8.56,0.17,338.05
18.32,18.02,1,18.58,172.81,2.57,0.46,234.83
17.07,86.09,1,14.21,421.3,3.27,0.4,624.99
11.77,11.04,1,14.74,229.55,3.26,0.71,208.36
22.47,29.75,0,16.38,403.21,7.15,0.41,286.84
79.59,34.22,0,14.55,198.65,3.2,0.43,376.99
11.25,25.16,0,23.02,61.48,6.97,0.76,252.08
15.76,39.63,1,11.94,363.86,4.25,0.23,317.61
49.79,18.15,1,18.29,116.5,1.61,0.31,274.64
30.29,35.64,1,16.71,660.28,7.3,0.32,305.77
17.94,43.7,1,9.62,579.56,1.94,0.59,332.3
14.67,14.08,1,15.95,181.32,1.87,0.64,216.48
36.71,33.28,1,14.42,732.91,6.41,0.53,301.9
23.53,4.91,1,10.65,79.97,7.42,0.19,228.97
21.32,34.57,1,23.5,35.68,6.38,0.45,299.1
18.58,18.52,1,21.96,202.13,7.92,0.51,235.27
23.38,33.34,1,20.13,504.8,4.35,0.55,282.77
29.11,5.56,1,19.71,256.06,5.05,0.34,215.82
21.92,13.14,1,18.77,193.12,2.18,0.16,223.8
20.63,13.9,0,11.71,48.52,6.65,0.29,247.88
7.73,68.94,1,25.06,1000.31,2.55,0.25,428.82
78.34,15.37,1,18.57,171.79,1.47,0.3,295.91
23.94,37.65,1,21.29,368.2,1.71,0.21,297.18
32.23,28.85,0,17.24,503.07,4.64,0.66,286.18
23.58,17.13,0,11.02,152.59,3.28,0.24,253.47
46.85,57.99,1,17.15,378.06,4.65,0.42,451.36
16.78,38.85,1,16.74,355.87,0.55,0.12,300.15
19.6,11.54,0,17.43,189.92,1.02,0.61,218.25
24.28,16.46,1,18.01,116.82,1.13,0.54,237.83
13.55,8.03,0,12.54,295.42,3.68,0.5,213.04
35.81,50.31,1,19.62,520.03,4.19,0.2,379.98
21.9,31.43,0,19.12,73.52,3.74,0.54,286.73
12.32,21.37,1,15.66,95.65,4.15,0.25,244.48
26.23,50.32,0,12.97,532.16,8.71,0.54,393.29
12.51,4.95,0,18.26,90.31,6.88,0.64,209.39
23.64,45.54,1,18.97,697.75,4.8,0.47,333.5
28.5,19.15,1,14.68,460.27,1.84,0.19,243.68
42.1,55.21,0,21.74,675.44,1.77,0.4,404.5
16.8,11.13,0,12.43,158.67,1.36,0.4,221.57
49.53,46.17,1,13.56,556.79,3.94,0.78,384.97
23.3,7.34,1,18.65,128.8,2.04,0.19,212.34
16.44,13.18,0,12.38,17.16,3.13,0.56,236.93
16.36,9.93,1,20.64,167.78,7.49,0.56,215.14
29.86,9.75,0,18.65,170.64,6.02,0.52,229.75
12.89,7.7,1,18.39,265.39,9.38,0.56,207.07
17.13,25.84,1,16.17,606.96,2.04,0.36,248.11
21.34,7.01,1,15.01,187.5,1.63,0.5,210.5
18.33,8.81,1,20.56,428.15,2.33,0.36,200.49
42.66,10.78,1,18.29,513.66,1.54,0.62,237.13
31.33,7.34,0,15.14,40.06,1.66,0.61,232.36
25.94,12.82,1,22.46,60.55,6.7,0.29,232.5
12.76,3.41,0,13.15,231.17,8.34,0.6,214.76
32.52,7.02,0,20.89,127.69,2.8,0.46,221.87
14.09,31.92,0,17.26,806.86,4.88,0.57,268.2
34.57,13.28,0,18.86,96.49,6.78,0.26,252.68
28.9,20.28,1,14.02,853.63,4.78,0.8,246.2
6.54,38.36,1,18.33,480.53,2.25,0.33,281.95
41.64,20.62,1,16.82,717.88,2.29,0.92,256.53
12.75,59.41,1,19.49,457.78,5.17,0.09,409.1
8.56,43.31,1,20.04,422.22,2.71,0.52,310.82
35.53,48.09,0,15.89,648.01,4.31,0.75,372.84
8.26,22.51,0,15.94,38.42,5.86,0.66,254.82
19.57,15.97,0,18.36,78.59,4.09,0.31,236.85
12.33,24.44,0,15.78,68.31,7.26,0.6,267.98
11.14,30.98,0,19.92,533.26,6,0.25,266.12
20.94,15.92,0,16.21,205.44,3.93,0.85,239.7
22.43,9.44,1,21.87,187.95,9.35,0.62,217.22
8.04,14.14,1,25.45,297.85,3.11,0.86,195.95
13.89,4.86,1,15.51,239.94,4.75,0.19,200.44
29.79,18.3,0,21.62,72.66,3.39,0.33,249.06
6.73,21.43,1,18.27,247.98,4.97,0.67,235.05
14.93,6.37,0,20.33,339.57,9.9,0.39,208.52
41.76,21.01,1,20.36,58.58,3.11,0.45,269.9
12.15,9.18,0,14.4,78.27,4.33,0.84,219.74
12.04,33.69,0,18.61,188.36,7.32,0.13,290.72
20.64,29.25,1,15.01,892.2,8.47,0.45,262.79
16.02,28.98,0,14.82,161.79,3.84,0.27,277.68
8.3,9.97,1,19.31,140.61,5.27,0.3,202.13
19.5,16.95,0,12.65,32.82,3.08,0.62,245.01
17.75,12.92,1,20.57,150.65,4.61,0.42,214.21
13.34,57.84,1,16.22,374.83,8.27,0.52,414.61
13.29,6.61,1,18.38,178.81,5.65,0.46,202.6
21.91,4.56,0,20.2,27.87,2.29,0.67,208.46
24.75,9.52,1,11.35,262.32,5.3,0.43,228.73
24.12,11.36,0,16.58,315.56,7.94,0.43,236.64
11.16,33.9,1,16.33,190.84,7.39,0.71,289.7
13.7,7.36,0,12.58,186.32,1.14,0.59,209.09
10.82,11.19,0,15.5,177.49,9.67,0.75,228.49
13.44,31.29,1,20.75,770.99,13.23,0.58,263.02
15.07,30.36,0,21.22,174.54,4.56,0.58,273.41
17.41,20.82,1,16.07,184.36,4.11,0.82,248.72
8.98,29.88,0,16.52,261.62,6.07,0.98,270.99
43.61,36.87,1,16.95,278.46,3.29,0.84,335.48
20.24,7.56,1,14.18,89.94,3.64,0.79,220.11
25.58,18.51,0,22.03,86.43,2.58,0.49,240.12
15.34,25.14,1,19.49,104.32,3.12,0.39,254.05
34.94,7.63,0,14.93,182.11,2.63,0.79,236.49
23.79,30.56,1,27.86,214.41,3.22,0.54,264.02
25.63,17.72,1,24.71,955.96,5.33,0.17,214.84
23.88,4.42,1,14.45,101.6,4.54,0.69,214.09
12.22,32.9,1,15.99,876.99,3.18,0.43,258.79
15.3,13.06,1,16.03,634.58,5.07,0.42,210.2
12.34,14.6,0,14.89,142.87,2.23,0.82,225.88
13.43,4.22,0,21.99,105.28,3.22,0.22,192.64
20.8,10.54,1,19.39,176.81,3.98,0.4,218.15
30.22,17.14,1,20.86,209.31,1.83,0.43,240.6
15.2,9.16,0,29.41,99.21,2.37,0.34,189.78
18.26,8.36,1,25.85,55.98,6.29,0.84,205.27
27.38,32.09,1,20.17,383.96,6.75,0.58,292.42
9.32,21.03,1,16.81,251.69,4.9,0.63,234.09
19.68,16.92,0,19.4,248.29,1.21,0.33,225.87
27.9,6.3,1,21.58,244,7.16,0.34,215.67
19.49,11.68,0,20.29,56.16,5.96,0.68,227.06
20.03,7.13,1,19.65,112.29,3.85,0.08,204.8
15.63,13.74,1,27.08,288.45,5.75,0.53,209.21
14.18,7.78,1,23.7,217.09,5.61,0.6,192.9
29.26,5.43,0,14.77,139.93,10.18,0.56,242.84
8.65,26.65,0,18.73,173.18,6.06,0.25,256.29
41.7,41.73,0,21.93,731.91,0.88,0.66,327.94
26.38,30.01,1,16.77,682.33,6.19,0.12,275.93
50.11,20.39,1,17.94,216.15,2.76,0.16,276.69
13.78,28.11,1,26.62,639.12,7,0.9,242.51
34.76,19.1,0,15.09,61.2,3.99,0.75,273.21
7.22,9.62,0,19.19,108.8,3.8,0.46,203.2
22.03,12.78,1,24.97,299.5,2.05,0.82,208.44
8.03,5.04,0,19.7,154.28,7.04,0.45,203.63
34.69,6.37,1,15.13,120.86,1.23,0.24,228.48
8.67,47.75,0,15.81,305.49,4.08,0.38,352.62
19.17,14.26,1,8.71,127.95,1.35,0.23,235.59
35.03,3.89,0,22.49,84.67,6.5,0.68,223.57
13.93,35.6,1,17.73,423.04,2.74,0.29,286.25
8.45,19.66,0,19.43,545.42,2.88,0.87,217.36
12.32,14.96,0,9.73,319.48,8.34,0.6,244.32
29.4,7.39,0,11.54,128.46,8.21,0.42,245.65
17.93,5,1,20.54,160.96,2.25,0.77,197.66
18.88,25.16,1,20.57,657.83,7.65,0.63,240.35
20.65,9.98,1,14.13,178.09,1.74,0.21,218.77
26.95,8.59,1,12.01,45.55,6.47,0.66,238.42
21.37,18.88,1,21.2,344.81,6.35,0.77,231.5
17.2,8.74,1,18.79,29.72,4.87,0.22,213.81
18.18,27.35,1,18.51,691.88,6.9,0.91,254.98
16.86,13.52,0,23.16,84.74,3.74,0.8,220.85
9.49,5.58,0,23.94,302.6,2.75,0.44,181.99
20.02,39.65,1,14.52,531.76,5.56,0.14,313.58
7.21,11.47,0,26.5,163.09,5.82,0.86,195.48
30.45,6.84,0,20.95,186.64,0.22,0.28,214.34
11.57,11.93,1,24.02,90.24,5.35,0.44,201.41
20.39,9.3,1,18.58,76.88,8.44,0.28,221.68
29.57,32.68,1,18.58,277.74,2.8,0.85,297.87
19.85,17.42,1,9.22,411.11,1.18,0.19,240.11
19.04,12.21,0,13.49,158.22,5.1,0.06,235.29
14.63,16.56,1,19.01,272.24,7.99,0.27,223.85
19.14,55.32,0,20.79,573.18,7.26,0.53,391.98
15.62,15.6,0,18.08,288.85,0.08,0.66,215.94
48.58,14.93,1,24.3,180.9,8.14,0.3,260.36
32.75,19.03,1,16.73,85.28,0.79,0.87,253.96
15.87,17.81,1,14.48,256.07,4.28,0.59,237.59
27.42,7.82,0,18.82,32.79,2.49,0.12,224.22
8.48,36.43,1,17.3,360.83,2.61,0.65,280.36
33.79,10.29,1,16.11,85.94,1.93,0.25,234.84
32.34,13.59,0,14.73,779.45,0.8,0.11,226.7
19.99,17.42,0,16.21,362.91,3.21,0.52,235.21
23.92,5.11,1,17.39,76.64,4.77,0.24,215.33
21.61,9.61,0,16.51,40.25,4.59,0.4,231.91
10.25,7.22,1,20.79,114.75,8.43,0.66,203.08
56.37,12.33,1,19,531.93,0.67,0.49,252.06
10.33,21.68,0,21.03,50.8,2.84,0.28,239.03
26.68,9.73,0,19.79,91.7,4.62,0.74,230.13
14.8,41.12,0,20.96,138.83,4.29,0.51,322.89
19.99,20.42,1,17.95,227.96,2.74,0.54,241.2
54.05,5.47,1,21.28,131.96,4.6,0.59,248.08
15.5,10.83,0,24.47,76.34,0.55,0.39,200.11
20.22,33.3,1,18.55,152.55,0.67,0.62,287
34.76,12.33,1,15.52,53.66,3.71,0.91,249.51
27.5,26.47,0,18.65,198.62,1.46,0.61,270.52
14.18,73.82,1,22.92,541.06,3.39,0.96,502.91
13.23,9.29,1,17.14,113.22,2.16,0.55,203.61
15.37,25.62,0,23.22,149.81,4.33,0.42,250.27
55.41,34.58,1,21.17,564.04,4.78,0.58,324.66
51.25,12.73,1,22.02,88.7,4.24,0.09,258.75
18.22,13.22,1,16.38,279.6,2.67,0.24,223.01
15.12,47.37,0,18.11,628.25,2.74,0.77,339.41
34.36,12.05,1,15.11,130.43,3.41,0.69,244.3
30.14,47.98,0,16.93,398.75,4.33,0.59,374.74
20.39,8.62,0,13.76,48.92,4.72,0.5,231.6
15.06,36.96,0,11.5,399.51,0.68,0.24,300.8
20.94,16.98,0,18.22,602.97,4.07,0.83,227.83
11.85,31.71,0,17.03,99.44,3.82,0.1,284.16
18.12,6.89,0,23.96,198.56,5.42,0.71,203.4
15.93,14.91,1,9.57,90.52,2.46,0.68,236.57
28.32,18.86,1,22.06,131.64,6.57,0.35,247.9
29.79,19.36,1,14.59,415.31,4.17,0.46,250.28
19.41,6.7,1,20.03,166.75,2.66,0.37,204.13
18.4,26.82,1,19.67,154.83,6.48,0.7,268.68
16.9,11.15,1,21.29,278.63,2.92,0.5,204.98
21.88,36.34,1,15.31,469.74,5.5,0.63,303.42
37.94,7.85,1,19.47,154.88,5.1,0.69,235.62
22.32,12.4,1,12.5,51.2,6.03,0.82,239.67
29.2,12.3,1,20.47,146.57,7.85,0.56,233.5
22.16,12.29,1,18.77,148.7,2.13,0.38,221.11
28.74,28.49,0,12.56,317.18,9.35,0.4,302.48
15.25,16.98,0,11.81,122.25,4.6,0.3,241.74
15.01,24.71,1,8.19,483.56,1.26,0.76,256.37
26.13,49.25,0,21.58,526.98,3.55,0.58,359.68
7.78,21.74,0,14.04,773.99,0.95,0.71,223.17
32.67,27.35,0,15.17,569.49,6.05,0.77,286.5
16.44,9.61,1,5.97,29.71,3.64,0.18,231.73
11.61,24.24,0,24.27,101.23,3.38,0.23,241.3
11.71,7.9,0,18.08,103.08,5.45,0.39,211.04
24.92,8.32,1,23.07,23.27,0.8,0.84,211.37
30.81,13.26,1,18.33,116.05,6.62,0.47,243.7
8.27,12.32,1,13.6,231.28,1.84,0.38,211.59
19.41,7.64,1,16.3,149.47,5.71,0.42,215.47
26.68,12.35,0,25.25,306.9,10.09,0.27,232.57
25.67,16.06,0,20.07,660.62,0.77,0.35,225.7
13.81,11.66,0,12.91,70.68,4.16,0.67,226.23
62.3,3.89,0,25.98,264.45,7.48,0.59,252.22
13.47,11.34,1,22.05,252.71,8.56,0.51,209.4
14.65,12.09,1,8.95,271.92,7.12,0.78,231.88
23.18,22.07,1,18.5,577.45,4.22,0.59,242.99
15.63,19.67,0,14.7,55.57,2.17,0.27,244.67
22.77,17.1,1,16.38,131.51,2.33,0.76,243.49
24.61,14.12,1,24.65,221.64,4.49,0.56,223.15
8.47,91.29,1,15.85,585.04,2.81,0.42,644.18
5.58,4.8,1,15.92,379.15,6.57,0.16,188.18
29.52,20.41,1,9.27,643.12,2.56,0.86,258.64
25.75,57.7,1,12.74,546.22,5.42,0.31,420.42
67.44,37.09,0,21.93,660.74,7.13,0.78,353.32
28.42,16.78,0,21.14,760.63,1.35,0.85,223.51
19.39,9.81,1,17.11,298.62,2.25,0.97,209.69
56.1,16.36,0,21.97,143.93,3.63,0.71,273.67
17.31,9.22,1,12.33,239.87,6.92,0.22,224.34
27.38,6.97,0,18.82,20.9,9.06,0.09,235.79
12.91,4.73,0,21.58,197.77,3.77,0.29,190.92
7.11,11.69,0,19.83,194.05,6.24,0.77,208.84
20.02,9.68,0,23.08,149.21,4.6,0.86,213.55
18.85,12.42,1,12.28,125.12,7.47,0.64,237.91
40.12,6.45,1,25.43,143.7,5.06,0.57,222.72
45.72,4.59,0,21.87,116.86,2.73,0.63,234.85
40.08,29.29,1,21.27,491.78,1.88,0.92,283.15
23.95,19.24,0,14.56,113.14,7.37,0.31,262.16
38.68,8.97,1,26.08,196.34,4.71,0.54,226.29
14.74,9.23,0,12.8,90.71,2.01,0.43,218.17
33,22.83,1,22.25,82.49,2.17,0.32,262.18
35.15,6.96,1,18.85,217.89,6.04,0.71,230.35
19,10.12,0,20.76,222.31,4.08,0.75,214.86
27.76,6.94,0,19.49,230.86,5.02,0.52,225.23
11.3,6.4,1,20.33,101.95,4.62,0.54,201.08
4.96,14.07,1,17.85,425.58,6.28,0.23,207.63
32.65,28.25,1,19.88,580.92,2.7,0.48,270.21
9.85,31.9,0,14.55,283.02,7.16,0.7,283.9
17.46,50.33,1,13.44,607.05,4.51,0.95,365.74
15.47,16.62,1,20.93,236.82,3.98,0.46,219.48
18.68,5.34,0,19.9,419.38,1.19,0.62,194.34
47.46,10.64,1,24.56,213.25,8.91,0.8,246.81
19.75,63.11,0,12.62,668.47,4.32,0.36,445.76
15.77,16.23,1,11.16,112.83,7.43,0.2,245.66
22.18,16.03,0,18.86,91.46,3.19,0.75,235.72
21.54,12.07,1,21.62,209.59,4.4,0.72,217.77
22.67,9.4,1,20.92,201.6,3.91,0.7,212.46
18.65,13.5,1,18.56,95.07,8.11,0.43,228.42
33.32,8.49,0,20.73,301.32,0.95,0.19,220.65
20.84,9.43,0,12.57,188.42,3.77,0.76,229.52
46.9,26.63,0,26.98,123.62,7.95,0.37,298.43
10.26,3.84,0,18.35,87.61,6.46,0.41,201
30.02,14.21,0,20.74,20.21,6.03,0.81,244.47
39.84,12.88,1,19.96,236.78,3.17,0.81,241.59
10.48,38.31,1,19.81,293.78,2.88,0.07,289.21
39.17,11.44,1,17.84,201.85,4.64,0.5,243.77
14.37,44.29,1,11.71,523.38,4.39,0.43,334.37
18.29,8.77,0,16.5,359.73,3.64,0.4,212.24
21.14,23.51,1,17,61.71,4.88,0.58,260.31
26.38,7.45,0,21.01,85.1,3.89,0.56,222.73
44.35,19.26,0,19.98,656.54,1.47,0.89,255.65
6.8,5.35,0,14.33,50.42,1.53,0.16,199.44
16.95,8.79,0,19.46,202.1,9.16,0.34,221.07
23.98,11.34,1,13.24,170.74,2.97,0.42,231.17
10.76,10.59,0,25.17,369.39,6.21,0.51,199.37
8.35,63.61,1,20.68,592.98,5.35,0.47,425.94
17.05,23.31,1,15.54,909.29,4.32,0.45,232
22.72,16.57,0,16.3,81.59,4.99,0.92,249.04
25.83,8.35,0,13.6,39.9,1.68,0.1,229.34
29.59,12.02,1,19.66,271.18,3.9,0.42,230.82
31.29,6.52,1,18.59,101.48,0.53,0.84,219.51
26.37,6.01,1,17.54,155.35,3.91,0.11,216.88
19.41,8.19,1,15.53,145.21,6.12,0.89,220.64
10.4,9.56,1,23.73,219.38,3.22,0.55,191.82
20.97,10.62,1,21.17,43.33,1.99,0.41,216.6
31.67,12.88,0,19.46,174.29,1.66,0.18,238.1
34.43,12.46,0,15.71,83.71,1.91,0.55,245.36
41.38,30.66,0,26.38,37.43,6.24,0.43,308.28
17.09,29.92,0,21.12,151.86,3.88,0.35,272.11
34.82,76.3,1,17.39,585.66,2.58,0.82,553.53
14.93,36.49,0,23.59,510.83,7.21,0.6,291.08
47.56,12.25,0,23,342.54,3.22,0.66,245.55
25.01,15.85,1,11.25,32.85,3.19,0.62,250.53
15.8,5.55,1,19.07,136.07,1.01,0.18,199.15
18.4,52.13,1,18.76,440.62,5.24,0.79,373.43
32.99,12.63,1,16.01,121.55,6.34,0.16,248.3
13.47,27.37,1,10.56,540.72,5.26,0.88,263.8
21.42,7.58,0,10.27,48.83,6.55,0.1,235.43
10.57,12.42,0,27.32,78.63,3.12,0.27,199
22.38,12.79,0,16.87,106.66,4.08,0.15,233.08
24.94,7.56,0,18.14,133.03,9.06,0.56,235.02
7.51,6.64,1,18.42,204.6,4.89,0.66,190.28
13.82,10.37,1,15.88,161.64,5.44,0.26,212.53
16.44,63.87,0,18.97,435.61,4.65,0.13,450.31
81.57,24.35,1,19.31,78.6,5.54,0.05,335.09
24.15,12.54,1,18.26,71.42,7.4,0.38,232.67
35.27,14.25,0,16.22,54.71,4.56,0.75,258.74
7.81,44.59,0,22.6,765.95,6.32,0.6,308.82
36.23,15.55,1,19.89,414.68,7.65,0.3,244.32
7.75,10.61,0,18.83,184.28,6.87,0.31,214.76
24.24,22.81,1,22.66,112.64,8.37,0.81,256.54
12.97,17.92,1,20.35,216.32,2.69,0.47,219.87
16.29,15.33,1,17.64,166.64,2.45,0.18,220.41
48.11,42.83,0,22.86,611.33,6.15,0.7,357.07
12.77,19.43,1,13,209.47,3.1,0.51,237.55
28.03,10.8,1,18.29,18.32,5.57,1,232.98
22.89,38.67,0,28.9,61.41,5.35,0.53,315.85
18.8,7.15,0,17.78,195.85,5.93,0.17,217.58
24.03,59.8,1,16.71,771.95,7.35,0.91,423.49
34.02,10.71,1,19.35,212.86,5.2,0.36,231.62
12.34,5.8,1,25.52,44.02,3.17,0.16,185.55
27.8,9.07,1,11.54,88.16,3.07,0.69,233.77
35.72,10.13,0,17.43,145.56,4.67,0.72,241.65
20.32,41.36,1,21.65,461.61,6.82,0.09,315.61
35.98,61.97,0,18.94,791.81,6.99,0.79,450.4
45.03,5.09,0,18.45,49.71,5.88,0.71,250.75
5.75,34.3,0,16.96,1047.41,11.08,0.32,266.5
20.92,6.14,1,21.33,78.58,4.17,0.45,206.04
34.54,33.17,1,8.92,396.31,1.9,0.54,312.72
6.25,3.51,0,25.74,266.13,2.54,0.57,175.48
17.06,20.15,0,18.61,213.82,4.64,0.45,243.58
29.47,5.48,1,21.12,101.04,1.58,0.48,212.81
17.18,16.25,0,19.22,39.96,3.92,0.17,232.09
33,35.82,0,13.27,619.44,5.12,0.52,314.6
55.63,9.03,1,22.41,254.2,7.1,0.33,258.31
25.29,23.38,1,19.4,246.53,11.26,0.24,265.89
36.27,29.14,1,16.48,596.01,2.81,0.55,284.02
18.74,16.19,1,20.74,55.84,2.45,0.86,230.74
28.68,8.92,1,21.83,175.48,4.81,0.12,219.59
11.27,4.6,1,21.01,147.92,9.56,0.53,196.15
20.92,26.83,0,23.17,392.99,4.79,0.82,258.21
9.15,37.54,1,19.62,608.88,5.1,0.19,281.37
22.54,50.46,0,16.18,492.43,9.6,0.48,387.24
11.26,12.74,0,21.55,409.49,1.09,0.81,200.25
25.83,18.28,1,18.79,468.45,4.6,0.22,234.15
12.87,11.68,1,16.71,138.5,5.38,0.6,220.06
21.64,73.32,1,10.19,434.05,1.21,0.59,524.74
25.5,24.8,0,14.05,673.05,3.08,0.44,261.73
30.04,37.97,1,11.41,492.2,3.14,0.09,321.41
63.03,18.65,1,13.16,97.91,3.23,0.97,304.63
27.36,41.59,0,13.42,783.49,3.8,0.45,329.94
27.89,20.9,1,13,290.91,2.96,0.68,262.73
30.57,47.65,1,11.97,741.71,5.89,0.46,363.65
20.97,17.38,1,23.14,123.12,5.47,0.48,231.35
23.13,65.71,1,17.9,296.57,5.73,0.72,477.04
23.84,9.88,1,26.39,125.95,2.97,0.69,210.66
49.17,23.08,1,23.63,150.57,7.06,0.4,287.68
36.99,60.07,0,21.89,374.79,3.7,0.33,443.53
13.55,39.91,0,20.75,379.17,4.22,0.52,307.28
46.05,20.41,1,23.04,200.77,5.37,0.63,272.2
20.3,10.84,0,21.56,42.38,4.25,0.58,223.85
20.59,10.84,1,23.36,139.42,1.94,0.96,208.79
17.42,4.99,1,19.62,220.42,7.94,0.82,206.3
9.47,6.78,1,15.06,280.92,5.36,0.63,201.97
18.06,11.35,1,22.08,361.87,3.21,0.39,208.92
33,21.16,0,14.04,218.77,3.92,0.5,270.56
7.11,30.73,0,20.5,167.34,0.79,0.83,260.7
12.88,12.54,1,20.46,178.82,2.96,0.48,207.88
16.95,6.1,0,15.51,19.87,0.8,0.29,209.43
16.69,3.77,1,16.6,194.16,6.16,0.83,205.9
23.71,79.51,1,24.32,794.53,4.07,0.78,536.08
14.67,18.69,1,14.47,157.88,3.74,0.55,234.59
31.57,9.72,1,17.15,252.11,2.43,0.09,221.68
25.95,6.1,1,15.19,206.08,4.07,0.37,217.59
13.72,20.37,0,10.08,550.64,1.35,0.96,242.94
12.72,15.56,0,18.24,85.78,0.41,0.38,218.2
16.29,6.58,0,21.33,53.69,3.12,0.76,206.77
25.97,33.88,1,17.19,506.16,1.84,0.7,285.03
16.04,15.23,1,16.01,45.87,5.67,0.79,233.16
35.3,32.66,1,12.13,629.74,1.98,0.22,299.03
37.15,18.09,1,18.89,288.86,5.02,0.07,256.37
15.24,12.76,0,14.39,163.37,4.95,0.76,226.8
10.99,8.17,1,13.46,24.46,5.79,0.33,212.75
48.29,25.32,0,17.58,90.14,7.67,0.6,313.28
20.54,15.91,0,20.98,222.19,3.8,0.97,232.42
64.38,51.76,1,18.81,908.61,9.24,0.4,417.58
15.28,14.09,0,17.35,218.73,2.79,0.65,221.38
25.76,18.87,0,18.04,368.49,9.71,0.16,255.11
19.14,14.06,1,20.38,87.54,4.87,0.68,224.05
15.71,67.19,0,18.09,236.36,2.09,0.52,477.74
30.64,9.43,1,8.33,359.45,1.68,0.55,238.13
44.89,18.32,0,15.46,383.16,1.11,0.2,264.17
21.47,7.79,1,19.49,389.6,3.61,0.11,204.16
14.38,21.79,0,15.07,84.45,0.64,0.29,242.03
11.91,21.63,0,13.94,243.78,4.96,0.35,253.13
15.9,23.93,1,17.61,571.82,1.56,0.68,236.19
16.23,5,1,23.6,190.77,5.21,0.38,194.33
25.92,18.4,0,17.8,78.4,5.52,0.46,257.82
12.31,30.64,0,24.19,672.03,2.52,0.25,249.38
23.24,12.09,0,19.1,233.38,4.27,0.26,226.67
24.86,7.99,1,22.48,66.86,13.21,0.28,224.1
30.65,5.03,1,12.81,318.62,5.19,0.59,228.13
9.74,15.96,0,19.24,733.59,5.24,0.67,211.75
28.32,11.07,1,19.41,100.2,3.77,0.39,227.43
19.77,7.4,1,15.49,106.83,3.04,0.81,216.31
19.75,5.19,1,14.43,78.78,2.96,0.81,212.09
13.25,8.94,1,18.1,299.25,4.54,0.42,205.17
